feedback_id,order_id,review_date,product_review,review_score
FB-03142,ORD-07946,2025-08-18,"Not satisfied, product did not match description.",2
FB-03143,ORD-05719,2026-03-10,"Quality is average, expected better.",3
FB-03144,ORD-07644,2026-01-30,"Excellent build quality, highly recommend.",5
FB-03145,ORD-02332,2024-02-15,"Delivered on time, product as described.",5
FB-03146,ORD-02957,2025-11-18,Decent product but packaging could be better.,3
FB-03147,ORD-02207,2025-07-11,Fast delivery and good product.,4
FB-03148,ORD-07298,2025-10-07,"Not satisfied, product did not match description.",2
FB-03149,ORD-08091,2025-10-14,Fast delivery and good product.,4
FB-03150,ORD-02469,2026-06-07,"Delivered on time, product as described.",5
FB-03151,ORD-00668,2026-03-16,Decent product but packaging could be better.,3
FB-03152,ORD-07200,2024-07-30,"Quality is average, expected better.",3
FB-03153,ORD-07566,2025-09-12,Fast delivery and good product.,4
FB-03154,ORD-05198,2026-04-16,"Product works well, good value for money.",3
FB-03155,ORD-03617,2024-08-21,"Great product, very happy with the purchase!",5
FB-03156,ORD-00103,2025-11-17,Decent product but packaging could be better.,3
FB-03157,ORD-04932,2025-03-29,Fast delivery and good product.,4
FB-03158,ORD-08135,2024-12-25,"Poor quality, returned the item.",1
FB-03159,ORD-04138,2024-06-08,"Worst purchase ever, complete waste of money.",1
FB-03160,ORD-02693,2025-05-01,"Not satisfied, product did not match description.",2
FB-03161,ORD-00919,2024-09-13,Good quality for the price.,4
FB-03162,ORD-02914,2025-06-16,Good quality for the price.,4
FB-03163,ORD-07300,2025-09-28,"Excellent build quality, highly recommend.",5
FB-03164,ORD-02771,2025-08-15,"Great product, very happy with the purchase!",5
FB-03165,ORD-07202,2025-05-01,"Not satisfied, product did not match description.",2
FB-03166,ORD-06085,2024-02-28,"Excellent build quality, highly recommend.",5
FB-03167,ORD-09412,2024-03-07,Good quality for the price.,4
FB-03168,ORD-06359,2024-09-02,"Delivered on time, product as described.",5
FB-03169,ORD-05780,2025-01-28,"Worst purchase ever, complete waste of money.",1
FB-03170,ORD-08275,2026-04-06,"Poor quality, returned the item.",1
FB-03171,ORD-04784,2024-10-20,"Excellent build quality, highly recommend.",5
FB-03172,ORD-08112,2024-04-29,"Poor quality, returned the item.",1
FB-03173,ORD-03407,2025-05-13,"Okay product, nothing special.",2
FB-03174,ORD-01575,2026-05-30,"Poor quality, returned the item.",1
FB-03175,ORD-02613,2024-08-31,"Excellent build quality, highly recommend.",5
FB-03176,ORD-05422,2024-03-21,Good quality for the price.,4
FB-03177,ORD-05939,2025-06-11,"Poor quality, returned the item.",1
FB-03178,ORD-08396,2026-05-20,"Great product, very happy with the purchase!",5
FB-03179,ORD-01110,2025-07-05,"Delivered on time, product as described.",5
FB-03180,ORD-00545,2025-06-29,"Great product, very happy with the purchase!",5
FB-03181,ORD-06948,2024-08-03,"Delivered on time, product as described.",5
FB-03182,ORD-06103,2024-02-21,"Excellent build quality, highly recommend.",5
FB-03183,ORD-09558,2025-03-13,"Excellent build quality, highly recommend.",5
FB-03184,ORD-09036,2025-11-25,Good quality for the price.,4
FB-03185,ORD-01533,2024-12-05,"Product works well, good value for money.",3
FB-03186,ORD-08840,2025-03-27,"Very good product, exceeded expectations.",5
FB-03187,ORD-09662,2026-06-06,"Great product, very happy with the purchase!",5
FB-03188,ORD-07212,2025-09-27,"Not satisfied, product did not match description.",2
FB-03189,ORD-09289,2025-01-19,Good quality for the price.,4
FB-03190,ORD-04149,2026-04-09,"Quality is average, expected better.",3
FB-03191,ORD-07571,2025-10-16,Good quality for the price.,4
FB-03192,ORD-02025,2025-05-15,Fast delivery and good product.,4
FB-03193,ORD-08919,2026-04-14,"Great product, very happy with the purchase!",5
FB-03194,ORD-03974,2024-12-01,"Delivered on time, product as described.",5
FB-03195,ORD-07230,2025-09-28,"Quality is average, expected better.",3
FB-03196,ORD-07978,2025-09-12,"Quality is average, expected better.",3
FB-03197,ORD-01364,2024-02-15,Decent product but packaging could be better.,3
FB-03198,ORD-03418,2025-11-03,"Delivered on time, product as described.",5
FB-03199,ORD-02575,2024-11-30,"Quality is average, expected better.",3
FB-03200,ORD-09016,2024-04-18,"Very good product, exceeded expectations.",5
FB-03201,ORD-06575,2026-04-15,"Quality is average, expected better.",3
FB-03202,ORD-05135,2024-03-21,Good quality for the price.,4
FB-03203,ORD-07123,2025-11-23,"Okay product, nothing special.",2
FB-03204,ORD-08432,2025-09-21,"Not satisfied, product did not match description.",2
FB-03205,ORD-03250,2025-05-06,"Product works well, good value for money.",3
FB-03206,ORD-02230,2025-03-30,Good quality for the price.,4
FB-03207,ORD-07281,2024-08-13,"Delivered on time, product as described.",5
FB-03208,ORD-09476,2026-05-26,Satisfied with the purchase overall.,4
FB-03209,ORD-00665,2026-03-27,"Product works well, good value for money.",3
FB-03210,ORD-05134,2024-07-18,"Excellent build quality, highly recommend.",5
FB-03211,ORD-00244,2025-08-09,"Quality is average, expected better.",3
FB-03212,ORD-04416,2025-02-09,Good quality for the price.,4
FB-03213,ORD-01402,2024-05-08,Amazing product! Will buy again.,5
FB-03214,ORD-05093,2024-06-29,Good quality for the price.,4
FB-03215,ORD-04310,2024-10-18,"Worst purchase ever, complete waste of money.",1
FB-03216,ORD-05646,2025-08-21,"Not satisfied, product did not match description.",2
FB-03217,ORD-00383,2024-02-15,"Poor quality, returned the item.",1
FB-03218,ORD-05669,2024-02-11,"Excellent build quality, highly recommend.",5
FB-03219,ORD-01618,2025-07-24,"Excellent build quality, highly recommend.",5
FB-03220,ORD-00090,2024-09-07,Amazing product! Will buy again.,5
FB-03221,ORD-06378,2024-10-02,Amazing product! Will buy again.,5
FB-03222,ORD-09726,2025-03-22,"Product works well, good value for money.",3
FB-03223,ORD-03382,2024-05-22,"Excellent build quality, highly recommend.",5
FB-03224,ORD-08404,2025-07-03,"Product works well, good value for money.",3
FB-03225,ORD-04626,2026-05-28,"Not satisfied, product did not match description.",2
FB-03226,ORD-01038,2025-07-27,"Poor quality, returned the item.",1
FB-03227,ORD-09831,2024-07-06,Decent product but packaging could be better.,3
FB-03228,ORD-01822,2025-04-22,Amazing product! Will buy again.,5
FB-03229,ORD-05069,2026-01-18,"Quality is average, expected better.",3
FB-03230,ORD-06130,2024-04-19,Amazing product! Will buy again.,5
FB-03231,ORD-00303,2026-04-06,Amazing product! Will buy again.,5
FB-03232,ORD-00114,2025-07-14,Decent product but packaging could be better.,3
FB-03233,ORD-03738,2026-04-05,"Poor quality, returned the item.",1
FB-03234,ORD-08097,2026-02-22,"Product works well, good value for money.",3
FB-03235,ORD-04087,2026-01-03,"Quality is average, expected better.",3
FB-03236,ORD-08459,2025-04-09,"Delivered on time, product as described.",5
FB-03237,ORD-04956,2024-06-01,"Poor quality, returned the item.",1
FB-03238,ORD-06659,2024-05-09,"Great product, very happy with the purchase!",5
FB-03239,ORD-04312,2024-01-07,Good quality for the price.,4
FB-03240,ORD-05312,2025-03-17,"Excellent build quality, highly recommend.",5
FB-03241,ORD-06319,2024-07-28,"Poor quality, returned the item.",1
FB-03242,ORD-01251,2024-11-07,Decent product but packaging could be better.,3
FB-03243,ORD-05555,2025-05-23,"Product works well, good value for money.",3
FB-03244,ORD-09568,2025-04-02,"Okay product, nothing special.",2
FB-03245,ORD-02969,2025-08-05,"Not satisfied, product did not match description.",2
FB-03246,ORD-05633,2025-06-12,Amazing product! Will buy again.,5
FB-03247,ORD-04995,2024-08-11,Good quality for the price.,4
FB-03248,ORD-08240,2024-06-01,"Great product, very happy with the purchase!",5
FB-03249,ORD-04075,2025-08-02,"Delivered on time, product as described.",5
FB-03250,ORD-09732,2025-10-03,Fast delivery and good product.,4
FB-03251,ORD-01916,2026-04-04,"Not satisfied, product did not match description.",2
FB-03252,ORD-03009,2024-03-11,"Excellent build quality, highly recommend.",5
FB-03253,ORD-06088,2025-11-24,"Okay product, nothing special.",2
FB-03254,ORD-00524,2026-03-18,"Quality is average, expected better.",3
FB-03255,ORD-04596,2025-07-26,Amazing product! Will buy again.,5
FB-03256,ORD-09576,2024-07-29,"Great product, very happy with the purchase!",5
FB-03257,ORD-04362,2024-05-14,Amazing product! Will buy again.,5
FB-03258,ORD-03524,2026-04-04,Satisfied with the purchase overall.,4
FB-03259,ORD-09215,2024-04-24,"Great product, very happy with the purchase!",5
FB-03260,ORD-07381,2024-08-01,"Great product, very happy with the purchase!",5
FB-03261,ORD-03870,2026-05-20,"Product works well, good value for money.",3
FB-03262,ORD-05579,2026-03-01,"Product works well, good value for money.",3
FB-03263,ORD-02170,2026-03-18,Good quality for the price.,4
FB-03264,ORD-04634,2025-10-04,"Excellent build quality, highly recommend.",5
FB-03265,ORD-07883,2025-05-15,"Excellent build quality, highly recommend.",5
FB-03266,ORD-09105,2025-04-05,"Great product, very happy with the purchase!",5
FB-03267,ORD-07911,2024-06-10,"Very good product, exceeded expectations.",5
FB-03268,ORD-07638,2025-10-07,Amazing product! Will buy again.,5
FB-03269,ORD-09317,2025-10-08,"Delivered on time, product as described.",5
FB-03270,ORD-00792,2024-12-08,Amazing product! Will buy again.,5
FB-03271,ORD-03791,2025-04-11,"Product works well, good value for money.",3
FB-03272,ORD-00626,2024-10-19,Good quality for the price.,4
FB-03273,ORD-04737,2024-10-25,"Poor quality, returned the item.",1
FB-03274,ORD-03082,2024-06-23,"Great product, very happy with the purchase!",5
FB-03275,ORD-06595,2024-02-24,Decent product but packaging could be better.,3
FB-03276,ORD-00798,2026-01-24,"Poor quality, returned the item.",1
FB-03277,ORD-00905,2024-10-03,Fast delivery and good product.,4
FB-03278,ORD-00364,2024-10-26,"Delivered on time, product as described.",5
FB-03279,ORD-00953,2024-04-24,"Product works well, good value for money.",3
FB-03280,ORD-05869,2026-05-14,Amazing product! Will buy again.,5
FB-03281,ORD-04305,2024-06-09,Fast delivery and good product.,4
FB-03282,ORD-03879,2025-02-03,"Great product, very happy with the purchase!",5
FB-03283,ORD-05485,2024-10-30,"Great product, very happy with the purchase!",5
FB-03284,ORD-05963,2026-01-06,Good quality for the price.,4
FB-03285,ORD-06022,2025-11-19,"Great product, very happy with the purchase!",5
FB-03286,ORD-00573,2024-11-24,Fast delivery and good product.,4
FB-03287,ORD-00747,2025-03-21,"Great product, very happy with the purchase!",5
FB-03288,ORD-09264,2024-04-19,"Okay product, nothing special.",2
FB-03289,ORD-01334,2024-12-25,"Excellent build quality, highly recommend.",5
FB-03290,ORD-02417,2025-07-30,"Great product, very happy with the purchase!",5
FB-03291,ORD-02063,2024-11-16,"Excellent build quality, highly recommend.",5
FB-03292,ORD-07876,2024-03-08,"Not satisfied, product did not match description.",2
FB-03293,ORD-06608,2026-06-02,Good quality for the price.,4
FB-03294,ORD-03402,2025-03-16,"Worst purchase ever, complete waste of money.",1
FB-03295,ORD-02126,2024-04-30,Good quality for the price.,4
FB-03296,ORD-08014,2026-05-13,Fast delivery and good product.,4
FB-03297,ORD-05958,2025-11-19,"Great product, very happy with the purchase!",5
FB-03298,ORD-04722,2025-01-07,"Not satisfied, product did not match description.",2
FB-03299,ORD-03698,2025-07-19,Satisfied with the purchase overall.,4
FB-03300,ORD-08199,2024-04-10,"Poor quality, returned the item.",1
FB-03301,ORD-07546,2026-03-20,"Quality is average, expected better.",3
FB-03302,ORD-09902,2025-04-04,Good quality for the price.,4
FB-03303,ORD-02640,2026-01-05,"Great product, very happy with the purchase!",5
FB-03304,ORD-05210,2025-01-20,Decent product but packaging could be better.,3
FB-03305,ORD-00108,2024-03-17,"Product works well, good value for money.",3
FB-03306,ORD-02874,2024-07-05,Amazing product! Will buy again.,5
FB-03307,ORD-03365,2026-04-01,"Delivered on time, product as described.",5
FB-03308,ORD-06773,2025-06-06,"Excellent build quality, highly recommend.",5
FB-03309,ORD-08503,2025-08-21,"Excellent build quality, highly recommend.",5
FB-03310,ORD-08326,2026-03-17,"Not satisfied, product did not match description.",2
FB-03311,ORD-03257,2024-01-19,Good quality for the price.,4
FB-03312,ORD-08291,2025-06-17,Satisfied with the purchase overall.,4
FB-03313,ORD-03839,2026-05-21,"Product works well, good value for money.",3
FB-03314,ORD-01283,2024-04-08,Satisfied with the purchase overall.,4
FB-03315,ORD-04998,2024-12-09,Satisfied with the purchase overall.,4
FB-03316,ORD-03610,2026-02-04,Decent product but packaging could be better.,3
FB-03317,ORD-05657,2024-10-29,"Very good product, exceeded expectations.",5
FB-03318,ORD-06814,2026-05-01,Decent product but packaging could be better.,3
FB-03319,ORD-02670,2024-05-26,Amazing product! Will buy again.,5
FB-03320,ORD-05643,2024-08-11,"Product works well, good value for money.",3
FB-03321,ORD-07892,2025-10-27,"Product works well, good value for money.",3
FB-03322,ORD-06294,2025-12-01,Amazing product! Will buy again.,5
FB-03323,ORD-01498,2024-08-04,"Very good product, exceeded expectations.",5
FB-03324,ORD-02519,2025-06-04,Good quality for the price.,4
FB-03325,ORD-00778,2025-12-23,"Product works well, good value for money.",3
FB-03326,ORD-09077,2024-11-21,Good quality for the price.,4
FB-03327,ORD-00706,2025-11-16,"Great product, very happy with the purchase!",5
FB-03328,ORD-08251,2024-11-03,Fast delivery and good product.,4
FB-03329,ORD-02288,2025-06-06,"Very good product, exceeded expectations.",5
FB-03330,ORD-01676,2024-05-22,"Not satisfied, product did not match description.",2
FB-03331,ORD-07289,2024-05-09,Decent product but packaging could be better.,3
FB-03332,ORD-09497,2024-12-06,"Poor quality, returned the item.",1
FB-03333,ORD-02608,2025-06-02,"Very good product, exceeded expectations.",5
FB-03334,ORD-05206,2024-05-27,"Okay product, nothing special.",2
FB-03335,ORD-04315,2026-06-06,Fast delivery and good product.,4
FB-03336,ORD-06366,2025-01-15,Satisfied with the purchase overall.,4
FB-03337,ORD-02113,2024-02-29,"Delivered on time, product as described.",5
FB-03338,ORD-00935,2025-04-15,Good quality for the price.,4
FB-03339,ORD-06871,2024-10-18,"Great product, very happy with the purchase!",5
FB-03340,ORD-09397,2026-02-19,"Excellent build quality, highly recommend.",5
FB-03341,ORD-02718,2024-01-17,"Great product, very happy with the purchase!",5
FB-03342,ORD-00248,2025-07-05,"Quality is average, expected better.",3
FB-03343,ORD-01430,2025-11-02,Amazing product! Will buy again.,5
FB-03344,ORD-08519,2025-05-19,Amazing product! Will buy again.,5
FB-03345,ORD-06620,2025-08-15,"Great product, very happy with the purchase!",5
FB-03346,ORD-01007,2026-04-07,Good quality for the price.,4
FB-03347,ORD-09993,2026-04-26,"Very good product, exceeded expectations.",5
FB-03348,ORD-02933,2024-06-22,"Very good product, exceeded expectations.",5
FB-03349,ORD-05265,2025-05-21,"Very good product, exceeded expectations.",5
FB-03350,ORD-08915,2024-11-11,"Okay product, nothing special.",2
FB-03351,ORD-09656,2025-05-07,Good quality for the price.,4
FB-03352,ORD-07332,2025-03-14,"Poor quality, returned the item.",1
FB-03353,ORD-02569,2025-07-30,"Delivered on time, product as described.",5
FB-03354,ORD-03653,2025-06-03,"Delivered on time, product as described.",5
FB-03355,ORD-09750,2024-03-24,Satisfied with the purchase overall.,4
FB-03356,ORD-07730,2025-02-12,Amazing product! Will buy again.,5
FB-03357,ORD-00806,2024-05-04,Decent product but packaging could be better.,3
FB-03358,ORD-08836,2026-04-15,"Delivered on time, product as described.",5
FB-03359,ORD-08786,2025-05-03,"Okay product, nothing special.",2
FB-03360,ORD-04363,2024-04-18,"Delivered on time, product as described.",5
FB-03361,ORD-08498,2026-01-26,"Poor quality, returned the item.",1
FB-03362,ORD-06979,2026-02-05,"Poor quality, returned the item.",1
FB-03363,ORD-00150,2024-09-14,"Great product, very happy with the purchase!",5
FB-03364,ORD-02217,2025-02-20,Decent product but packaging could be better.,3
FB-03365,ORD-03744,2026-05-09,Good quality for the price.,4
FB-03366,ORD-05373,2025-04-07,"Not satisfied, product did not match description.",2
FB-03367,ORD-03860,2025-04-22,"Not satisfied, product did not match description.",2
FB-03368,ORD-08031,2024-03-04,"Excellent build quality, highly recommend.",5
FB-03369,ORD-06855,2025-06-20,"Quality is average, expected better.",3
FB-03370,ORD-08726,2025-04-28,Decent product but packaging could be better.,3
FB-03371,ORD-03809,2025-06-01,"Product works well, good value for money.",3
FB-03372,ORD-02658,2025-01-16,"Quality is average, expected better.",3
FB-03373,ORD-09269,2025-06-25,Amazing product! Will buy again.,5
FB-03374,ORD-08333,2024-10-16,Satisfied with the purchase overall.,4
FB-03375,ORD-00166,2024-10-19,"Not satisfied, product did not match description.",2
FB-03376,ORD-09934,2024-08-09,"Delivered on time, product as described.",5
FB-03377,ORD-05656,2024-07-05,Decent product but packaging could be better.,3
FB-03378,ORD-05472,2025-09-11,"Great product, very happy with the purchase!",5
FB-03379,ORD-06903,2026-04-01,Satisfied with the purchase overall.,4
FB-03380,ORD-05333,2024-08-29,"Excellent build quality, highly recommend.",5
FB-03381,ORD-05060,2025-08-16,"Okay product, nothing special.",2
FB-03382,ORD-03211,2025-03-20,"Delivered on time, product as described.",5
FB-03383,ORD-00079,2026-05-21,"Very good product, exceeded expectations.",5
FB-03384,ORD-06562,2025-12-06,"Delivered on time, product as described.",5
FB-03385,ORD-08704,2025-04-14,"Product works well, good value for money.",3
FB-03386,ORD-05417,2024-12-13,"Excellent build quality, highly recommend.",5
FB-03387,ORD-02054,2025-01-04,"Okay product, nothing special.",2
FB-03388,ORD-09507,2024-06-04,Satisfied with the purchase overall.,4
FB-03389,ORD-03086,2024-06-10,"Delivered on time, product as described.",5
FB-03390,ORD-00851,2025-06-12,Good quality for the price.,4
FB-03391,ORD-05626,2025-06-16,"Not satisfied, product did not match description.",2
FB-03392,ORD-00930,2025-08-22,Fast delivery and good product.,4
FB-03393,ORD-01516,2025-03-06,"Poor quality, returned the item.",1
FB-03394,ORD-02700,2024-06-09,Satisfied with the purchase overall.,4
FB-03395,ORD-07567,2025-04-13,"Okay product, nothing special.",2
FB-03396,ORD-09702,2025-04-29,Satisfied with the purchase overall.,4
FB-03397,ORD-07508,2026-06-12,"Delivered on time, product as described.",5
FB-03398,ORD-03646,2024-07-04,"Delivered on time, product as described.",5
FB-03399,ORD-04088,2025-03-02,"Quality is average, expected better.",3
FB-03400,ORD-00707,2025-03-01,Amazing product! Will buy again.,5
FB-03401,ORD-02330,2025-11-29,"Not satisfied, product did not match description.",2
FB-03402,ORD-00810,2025-07-22,Good quality for the price.,4
FB-03403,ORD-03260,2024-12-31,Decent product but packaging could be better.,3
FB-03404,ORD-02148,2025-08-03,"Great product, very happy with the purchase!",5
FB-03405,ORD-08289,2024-09-25,"Okay product, nothing special.",2
FB-03406,ORD-03573,2024-10-08,"Great product, very happy with the purchase!",5
FB-03407,ORD-01742,2026-05-31,"Okay product, nothing special.",2
FB-03408,ORD-07535,2025-02-13,"Excellent build quality, highly recommend.",5
FB-03409,ORD-07399,2025-06-21,"Product works well, good value for money.",3
FB-03410,ORD-08805,2026-03-25,"Not satisfied, product did not match description.",2
FB-03411,ORD-06512,2026-03-19,Amazing product! Will buy again.,5
FB-03412,ORD-07359,2025-05-01,"Not satisfied, product did not match description.",2
FB-03413,ORD-00617,2025-12-23,Satisfied with the purchase overall.,4
FB-03414,ORD-00621,2026-03-08,"Delivered on time, product as described.",5
FB-03415,ORD-00863,2024-02-29,Good quality for the price.,4
FB-03416,ORD-08530,2024-03-05,"Quality is average, expected better.",3
FB-03417,ORD-00754,2024-03-05,"Excellent build quality, highly recommend.",5
FB-03418,ORD-02382,2025-05-06,"Not satisfied, product did not match description.",2
FB-03419,ORD-09509,2026-04-10,"Poor quality, returned the item.",1
FB-03420,ORD-08534,2025-10-17,"Delivered on time, product as described.",5
FB-03421,ORD-07594,2025-04-25,"Great product, very happy with the purchase!",5
FB-03422,ORD-07675,2026-02-21,Satisfied with the purchase overall.,4
FB-03423,ORD-08148,2024-07-03,"Excellent build quality, highly recommend.",5
FB-03424,ORD-08815,2026-05-30,"Great product, very happy with the purchase!",5
FB-03425,ORD-06885,2024-03-05,Decent product but packaging could be better.,3
FB-03426,ORD-02953,2025-03-13,"Excellent build quality, highly recommend.",5
FB-03427,ORD-01480,2024-03-21,"Delivered on time, product as described.",5
FB-03428,ORD-00346,2026-03-07,"Excellent build quality, highly recommend.",5
FB-03429,ORD-05698,2024-10-30,"Great product, very happy with the purchase!",5
FB-03430,ORD-08893,2024-09-22,"Very good product, exceeded expectations.",5
FB-03431,ORD-01706,2025-09-19,"Not satisfied, product did not match description.",2
FB-03432,ORD-07127,2024-02-04,Good quality for the price.,4
FB-03433,ORD-01910,2026-06-07,"Product works well, good value for money.",3
FB-03434,ORD-08968,2025-11-22,"Quality is average, expected better.",3
FB-03435,ORD-04944,2025-08-17,Satisfied with the purchase overall.,4
FB-03436,ORD-09844,2024-09-03,"Product works well, good value for money.",3
FB-03437,ORD-01939,2025-06-15,Fast delivery and good product.,4
FB-03438,ORD-00414,2024-10-08,Fast delivery and good product.,4
FB-03439,ORD-09388,2026-02-07,"Great product, very happy with the purchase!",5
FB-03440,ORD-01680,2025-10-27,Satisfied with the purchase overall.,4
FB-03441,ORD-04656,2024-10-01,Decent product but packaging could be better.,3
FB-03442,ORD-01178,2025-10-27,"Great product, very happy with the purchase!",5
FB-03443,ORD-07864,2025-09-15,"Okay product, nothing special.",2
FB-03444,ORD-02792,2024-11-02,"Very good product, exceeded expectations.",5
FB-03445,ORD-07868,2024-08-30,"Not satisfied, product did not match description.",2
FB-03446,ORD-01006,2024-04-14,"Delivered on time, product as described.",5
FB-03447,ORD-04980,2024-03-02,"Great product, very happy with the purchase!",5
FB-03448,ORD-02927,2025-09-12,"Delivered on time, product as described.",5
FB-03449,ORD-00087,2024-04-23,"Product works well, good value for money.",3
FB-03450,ORD-07349,2024-01-24,"Delivered on time, product as described.",5
FB-03451,ORD-07604,2026-06-18,"Not satisfied, product did not match description.",2
FB-03452,ORD-03498,2024-08-07,"Very good product, exceeded expectations.",5
FB-03453,ORD-01996,2024-08-15,"Delivered on time, product as described.",5
FB-03454,ORD-05289,2024-03-16,"Very good product, exceeded expectations.",5
FB-03455,ORD-05917,2026-05-16,Satisfied with the purchase overall.,4
FB-03456,ORD-06513,2025-01-15,Decent product but packaging could be better.,3
FB-03457,ORD-01882,2026-02-20,Good quality for the price.,4
FB-03458,ORD-09637,2026-02-09,"Great product, very happy with the purchase!",5
FB-03459,ORD-00185,2025-07-30,"Not satisfied, product did not match description.",2
FB-03460,ORD-03523,2024-09-21,"Quality is average, expected better.",3
FB-03461,ORD-05340,2024-04-17,"Poor quality, returned the item.",1
FB-03462,ORD-02589,2025-02-09,"Delivered on time, product as described.",5
FB-03463,ORD-09096,2024-07-06,"Not satisfied, product did not match description.",2
FB-03464,ORD-02804,2024-08-06,"Quality is average, expected better.",3
FB-03465,ORD-04987,2025-10-30,"Excellent build quality, highly recommend.",5
FB-03466,ORD-06183,2026-01-03,Good quality for the price.,4
FB-03467,ORD-07719,2025-08-04,"Quality is average, expected better.",3
FB-03468,ORD-06170,2024-08-05,"Okay product, nothing special.",2
FB-03469,ORD-01070,2024-12-22,Amazing product! Will buy again.,5
FB-03470,ORD-07858,2024-02-16,"Very good product, exceeded expectations.",5
FB-03471,ORD-06243,2025-11-18,Good quality for the price.,4
FB-03472,ORD-04438,2025-12-04,"Quality is average, expected better.",3
FB-03473,ORD-06548,2024-03-16,"Excellent build quality, highly recommend.",5
FB-03474,ORD-08617,2024-12-08,"Excellent build quality, highly recommend.",5
FB-03475,ORD-08945,2025-06-20,"Excellent build quality, highly recommend.",5
FB-03476,ORD-00466,2026-01-10,"Quality is average, expected better.",3
FB-03477,ORD-01790,2026-02-23,"Poor quality, returned the item.",1
FB-03478,ORD-05411,2024-12-21,"Product works well, good value for money.",3
FB-03479,ORD-07656,2024-06-02,"Not satisfied, product did not match description.",2
FB-03480,ORD-02219,2025-07-29,"Excellent build quality, highly recommend.",5
FB-03481,ORD-06122,2025-04-10,Satisfied with the purchase overall.,4
FB-03482,ORD-05243,2024-11-02,Good quality for the price.,4
FB-03483,ORD-02267,2024-11-12,"Great product, very happy with the purchase!",5
FB-03484,ORD-06417,2024-02-05,Decent product but packaging could be better.,3
FB-03485,ORD-01048,2024-06-05,"Very good product, exceeded expectations.",5
FB-03486,ORD-03406,2026-05-06,"Okay product, nothing special.",2
FB-03487,ORD-01482,2026-02-03,Fast delivery and good product.,4
FB-03488,ORD-00221,2026-02-01,"Excellent build quality, highly recommend.",5
FB-03489,ORD-05575,2025-12-30,"Not satisfied, product did not match description.",2
FB-03490,ORD-09392,2025-07-11,"Okay product, nothing special.",2
FB-03491,ORD-00772,2024-02-01,"Great product, very happy with the purchase!",5
FB-03492,ORD-02599,2024-03-14,Decent product but packaging could be better.,3
FB-03493,ORD-04150,2024-08-16,"Excellent build quality, highly recommend.",5
FB-03494,ORD-07295,2024-07-22,Amazing product! Will buy again.,5
FB-03495,ORD-04380,2026-01-14,"Product works well, good value for money.",3
FB-03496,ORD-09372,2024-10-21,"Very good product, exceeded expectations.",5
FB-03497,ORD-00104,2025-09-27,"Great product, very happy with the purchase!",5
FB-03498,ORD-04824,2025-09-01,"Excellent build quality, highly recommend.",5
FB-03499,ORD-04026,2024-07-05,"Product works well, good value for money.",3
FB-03500,ORD-01022,2024-06-12,"Delivered on time, product as described.",5
FB-03501,ORD-01284,2025-01-08,"Very good product, exceeded expectations.",5
FB-03502,ORD-06491,2025-02-07,"Not satisfied, product did not match description.",2
FB-03503,ORD-00378,2025-08-11,"Product works well, good value for money.",3
FB-03504,ORD-05600,2025-07-12,Good quality for the price.,4
FB-03505,ORD-01841,2025-08-28,Amazing product! Will buy again.,5
FB-03506,ORD-00357,2024-11-23,"Very good product, exceeded expectations.",5
FB-03507,ORD-02522,2025-12-29,Amazing product! Will buy again.,5
FB-03508,ORD-05418,2024-06-05,"Product works well, good value for money.",3
FB-03509,ORD-06146,2025-10-26,"Quality is average, expected better.",3
FB-03510,ORD-08636,2026-05-11,Satisfied with the purchase overall.,4
FB-03511,ORD-03664,2026-05-22,"Great product, very happy with the purchase!",5
FB-03512,ORD-02262,2024-12-06,Fast delivery and good product.,4
FB-03513,ORD-01595,2026-02-02,"Delivered on time, product as described.",5
FB-03514,ORD-06854,2025-09-22,"Excellent build quality, highly recommend.",5
FB-03515,ORD-06689,2024-05-09,"Okay product, nothing special.",2
FB-03516,ORD-04435,2024-11-17,"Not satisfied, product did not match description.",2
FB-03517,ORD-07462,2026-06-07,"Product works well, good value for money.",3
FB-03518,ORD-08142,2025-11-05,"Delivered on time, product as described.",5
FB-03519,ORD-08332,2026-01-14,Amazing product! Will buy again.,5
FB-03520,ORD-03957,2025-11-07,Satisfied with the purchase overall.,4
FB-03521,ORD-01026,2025-02-24,Satisfied with the purchase overall.,4
FB-03522,ORD-02880,2026-02-28,Good quality for the price.,4
FB-03523,ORD-02501,2025-10-08,Decent product but packaging could be better.,3
FB-03524,ORD-06051,2025-03-08,"Excellent build quality, highly recommend.",5
FB-03525,ORD-03317,2025-01-14,"Delivered on time, product as described.",5
FB-03526,ORD-05420,2025-04-19,Satisfied with the purchase overall.,4
FB-03527,ORD-04649,2024-07-15,Amazing product! Will buy again.,5
FB-03528,ORD-09092,2026-06-09,"Excellent build quality, highly recommend.",5
FB-03529,ORD-02866,2024-06-15,"Delivered on time, product as described.",5
FB-03530,ORD-05378,2025-09-10,Fast delivery and good product.,4
FB-03531,ORD-07233,2025-06-24,"Poor quality, returned the item.",1
FB-03532,ORD-00122,2024-03-23,"Product works well, good value for money.",3
FB-03533,ORD-09368,2024-02-10,"Quality is average, expected better.",3
FB-03534,ORD-00934,2025-10-27,"Great product, very happy with the purchase!",5
FB-03535,ORD-09594,2026-03-21,"Not satisfied, product did not match description.",2
FB-03536,ORD-09231,2025-08-18,Fast delivery and good product.,4
FB-03537,ORD-05018,2026-03-07,Satisfied with the purchase overall.,4
